Asset1,Asset2,Cat1,Cat2,Intra_Inter,Corr_Static,Mean_1M,Std_1M,Min_1M,Max_1M,Range_1M,Mean_3M,Std_3M,Min_3M,Max_3M,Range_3M,Mean_6M,Std_6M,Min_6M,Max_6M,Range_6M,AbsCorr_Static,Stability,Stability_empirique,Score_Corr,Score_Stab,Score_Total
SILVER,DOWJONES,Commodites,Indices,Inter,0.1474,0.0912,0.2825,-0.736,0.7331,1.4692,0.0985,0.2042,-0.4495,0.5365,0.986,0.1052,0.1661,-0.3858,0.4756,0.8614,0.1474,Moderate,Unstable,0.3469051541539186,0.5273052820053716,0.41906520529449987
RX_BUND,AUDJPY,Bonds,FX_G10,Inter,-0.0431,-0.0482,0.2157,-0.6591,0.6722,1.3313,-0.0502,0.1221,-0.355,0.3752,0.7301,-0.0503,0.0844,-0.2458,0.2115,0.4573,0.0431,Stable,Stable,0.10143563191339139,0.8948075201432408,0.4187843872053312
NAT_GAS,VIX,Commodites,Indices,Inter,-0.0498,-0.0457,0.2276,-0.7156,0.6196,1.3352,-0.0526,0.1275,-0.3867,0.4001,0.7869,-0.0546,0.0881,-0.2799,0.1862,0.4661,0.0498,Stable,Stable,0.11720404801129677,0.8706356311548791,0.4185766812687297
GBPUSD,GOLD,FX_G10,Commodites,Inter,0.0347,0.0311,0.2216,-0.6407,0.6937,1.3344,0.0316,0.1157,-0.3108,0.3708,0.6816,0.0283,0.0784,-0.2009,0.2503,0.4512,0.0347,Stable,Stable,0.08166627441751001,0.923455684870188,0.4183820385985812
NAT_GAS,FTSE100,Commodites,Indices,Inter,0.0447,0.0206,0.213,-0.6826,0.6026,1.2852,0.031,0.1236,-0.2951,0.3686,0.6637,0.032,0.0927,-0.2366,0.2721,0.5087,0.0447,Stable,Stable,0.10520122381736878,0.8880931065353626,0.4183579769045663
NAT_GAS,DOWJONES,Commodites,Indices,Inter,0.0746,0.0347,0.2355,-0.6203,0.6799,1.3001,0.0433,0.1473,-0.3596,0.4085,0.7681,0.0522,0.1124,-0.1885,0.3299,0.5183,0.0746,Stable,Moderate,0.1755707225229466,0.7820053715308863,0.4181445821261225
GBPUSD,PLATINUM,FX_G10,Commodites,Inter,0.0456,0.0312,0.219,-0.6617,0.6393,1.301,0.0337,0.1245,-0.3038,0.4045,0.7084,0.0356,0.0908,-0.2115,0.259,0.4706,0.0456,Stable,Stable,0.10731936926335608,0.8840644583706356,0.41801740490626793
G_GILT,GBPUSD,Bonds,FX_G10,Inter,0.0582,0.0275,0.2135,-0.7258,0.734,1.4599,0.0286,0.1347,-0.4534,0.4312,0.8845,0.0328,0.1145,-0.2731,0.2692,0.5423,0.0582,Stable,Stable,0.13697340550717815,0.8384064458370636,0.41754662163913236
USDJPY,EUROSTOXX50,FX_G10,Indices,Inter,0.0921,0.0575,0.2435,-0.7566,0.829,1.5856,0.0721,0.1618,-0.3408,0.6025,0.9433,0.0863,0.1362,-0.2625,0.4422,0.7047,0.0921,Moderate,Moderate,0.21675688397269946,0.7170993733213966,0.41689387971217834
NZDUSD,ASX200,FX_G10,Indices,Inter,0.1687,0.1129,0.2867,-0.6159,0.8184,1.4343,0.1253,0.2224,-0.402,0.6579,1.06,0.1407,0.1888,-0.2807,0.5629,0.8436,0.1687,Moderate,Unstable,0.3970345963756178,0.4458370635631156,0.4165555832506169
COPPER,USDCHF,Commodites,FX_G10,Inter,-0.0521,-0.0444,0.233,-0.7158,0.7688,1.4845,-0.0483,0.1312,-0.4632,0.4698,0.933,-0.0407,0.09,-0.2415,0.3108,0.5523,0.0521,Stable,Stable,0.1226170863732643,0.8540734109221128,0.41519961619280366
RX_BUND,NIKKEI225,Bonds,Indices,Inter,-0.0574,-0.0703,0.248,-0.7316,0.7052,1.4368,-0.0699,0.1357,-0.4644,0.2837,0.7482,-0.0708,0.0961,-0.3025,0.169,0.4715,0.0574,Stable,Stable,0.13509060955518945,0.8339301700984781,0.41462643377250497
WTI_CRUDE,USDCAD,Commodites,FX_G10,Inter,-0.0494,-0.0427,0.2306,-0.8026,0.6734,1.476,-0.0493,0.1294,-0.699,0.3487,1.0477,-0.0492,0.0925,-0.4698,0.2533,0.7231,0.0494,Stable,Stable,0.11626265003530242,0.8621307072515667,0.4146098729218082
RX_BUND,NAT_GAS,Bonds,Commodites,Inter,-0.0183,-0.0216,0.2068,-0.6824,0.6367,1.3192,-0.0298,0.105,-0.4408,0.2854,0.7261,-0.0307,0.069,-0.2017,0.1329,0.3346,0.0183,Stable,Stable,0.04306895740174159,0.9713518352730528,0.4143821085502661
EURGBP,CAC40,FX_G10,Indices,Inter,-0.0607,-0.0231,0.2325,-0.6899,0.6087,1.2986,-0.0357,0.1391,-0.3815,0.3373,0.7188,-0.0398,0.1034,-0.2823,0.2409,0.5231,0.0607,Stable,Stable,0.14285714285714285,0.8187108325872874,0.41319861874920066
EURCHF,ASX200,FX_G10,Indices,Inter,0.082,0.0909,0.2451,-0.6452,0.8267,1.4719,0.1032,0.1565,-0.3181,0.6336,0.9517,0.1117,0.1289,-0.1486,0.5164,0.665,0.082,Moderate,Moderate,0.1929865850788421,0.7408236347358997,0.41212140494166516
OAT_FRANCE,SILVER,Bonds,Commodites,Inter,0.1195,0.1118,0.2668,-0.7542,0.8388,1.593,0.1092,0.1863,-0.3518,0.7056,1.0574,0.112,0.1521,-0.2681,0.5191,0.7872,0.1195,Moderate,Unstable,0.28124264532831256,0.607430617726052,0.4117178342874084
TY_US10Y,HANGSENG,Bonds,Indices,Inter,-0.0882,-0.1191,0.2462,-0.8003,0.596,1.3963,-0.1163,0.1617,-0.5475,0.3274,0.875,-0.1184,0.1296,-0.4063,0.1906,0.5969,0.0882,Moderate,Moderate,0.20757825370675453,0.7175470008952551,0.4115657525821548
EURCHF,HANGSENG,FX_G10,Indices,Inter,0.0869,0.0985,0.2463,-0.6349,0.8849,1.5198,0.1097,0.1607,-0.3273,0.6388,0.9661,0.1186,0.1204,-0.1249,0.4187,0.5436,0.0869,Moderate,Moderate,0.2045187102847729,0.7220232766338406,0.4115205368244
ZINC,USDNOK,Commodites,FX_G10,Inter,-0.0694,-0.0681,0.2327,-0.6841,0.6397,1.3238,-0.0721,0.1469,-0.4921,0.4459,0.9381,-0.0717,0.1039,-0.3316,0.2537,0.5852,0.0694,Stable,Moderate,0.16333254883502002,0.7837958818263204,0.4115178820315402
GBPJPY,CAC40,FX_G10,Indices,Inter,0.1072,0.0555,0.2446,-0.607,0.8573,1.4643,0.0765,0.1769,-0.3854,0.6876,1.073,0.0947,0.1347,-0.2857,0.5243,0.81,0.1072,Moderate,Unstable,0.2522946575664862,0.6495076096687555,0.41117983840739397
LEAD,USDCAD,Commodites,FX_G10,Inter,-0.0826,-0.0732,0.2355,-0.7263,0.6555,1.3819,-0.0812,0.1575,-0.4967,0.3332,0.8298,-0.0824,0.1316,-0.3731,0.2535,0.6266,0.0826,Moderate,Moderate,0.19439868204283361,0.7363473589973142,0.41117815282462583
G_GILT,EURGBP,Bonds,FX_G10,Inter,-0.0618,-0.0117,0.2227,-0.709,0.6328,1.3417,-0.007,0.1411,-0.3675,0.4348,0.8023,-0.012,0.1145,-0.332,0.2171,0.549,0.0618,Stable,Stable,0.14544598729112732,0.8097582811101164,0.411170904818723
GBPUSD,DAX,FX_G10,Indices,Inter,0.0553,0.0367,0.2331,-0.7115,0.705,1.4166,0.0485,0.136,-0.3243,0.4307,0.755,0.0523,0.1029,-0.1737,0.3248,0.4985,0.0553,Stable,Stable,0.1301482701812191,0.8325872873769024,0.41112387705949244
OAT_FRANCE,AUDJPY,Bonds,FX_G10,Inter,-0.0302,-0.0293,0.2221,-0.6777,0.7206,1.3983,-0.0274,0.1167,-0.3727,0.4135,0.7862,-0.0288,0.0817,-0.2184,0.2808,0.4991,0.0302,Stable,Stable,0.07107554718757354,0.9189794091316025,0.41023709196518515
PLATINUM,USDNOK,Commodites,FX_G10,Inter,-0.0648,-0.0631,0.2309,-0.727,0.632,1.3591,-0.0728,0.1441,-0.459,0.3915,0.8506,-0.0777,0.1124,-0.3128,0.2181,0.531,0.0648,Stable,Moderate,0.15250647211108495,0.7963294538943598,0.41003566482439496
GBPUSD,SILVER,FX_G10,Commodites,Inter,0.0421,0.0301,0.2312,-0.682,0.6686,1.3506,0.0364,0.1263,-0.2898,0.4545,0.7443,0.0357,0.0931,-0.2738,0.3716,0.6455,0.0421,Stable,Stable,0.09908213697340551,0.8760071620411818,0.4098521470005161
WTI_CRUDE,NIKKEI225,Commodites,Indices,Inter,0.0769,0.0742,0.2493,-0.633,0.7882,1.4212,0.0813,0.1538,-0.3886,0.6599,1.0486,0.0842,0.0983,-0.2425,0.5727,0.8153,0.0769,Moderate,Moderate,0.18098376088491408,0.7529095792300806,0.4097540882229807
GOLD,USDJPY,Commodites,FX_G10,Inter,-0.0535,-0.0592,0.2151,-0.7457,0.5973,1.343,-0.0689,0.1355,-0.5007,0.2887,0.7894,-0.0695,0.0953,-0.3246,0.182,0.5067,0.0535,Stable,Stable,0.12591197928924452,0.8348254252461951,0.40947735767202476
AUDJPY,BRENT_CRUDE,FX_G10,Commodites,Inter,0.0355,0.0075,0.2351,-0.6575,0.6881,1.3455,0.0203,0.1217,-0.2861,0.4635,0.7496,0.0267,0.0829,-0.1939,0.3256,0.5195,0.0355,Stable,Stable,0.0835490703694987,0.896598030438675,0.40876865439716925
G_GILT,EURUSD,Bonds,FX_G10,Inter,0.0505,0.0202,0.2353,-0.6702,0.7227,1.3929,0.0235,0.1337,-0.3362,0.4962,0.8324,0.0269,0.109,-0.2311,0.3448,0.5758,0.0505,Stable,Stable,0.1188514944692869,0.8428827215756489,0.40846398531183176
AUDUSD,GOLD,FX_G10,Commodites,Inter,0.0646,0.0381,0.235,-0.5704,0.6622,1.2325,0.0513,0.1449,-0.287,0.4654,0.7525,0.0563,0.1104,-0.2001,0.336,0.5361,0.0646,Stable,Moderate,0.1520357731230878,0.7927484333034915,0.4083208371952493
GOLD,USDCHF,Commodites,FX_G10,Inter,-0.0643,-0.0447,0.2403,-0.6938,0.6683,1.3621,-0.0609,0.1452,-0.4223,0.3531,0.7754,-0.0664,0.0987,-0.268,0.2228,0.4908,0.0643,Stable,Moderate,0.151329724641092,0.7914055505819159,0.40736005501742156
ZINC,EURJPY,Commodites,FX_G10,Inter,0.0284,0.0245,0.2189,-0.5882,0.6648,1.253,0.0344,0.117,-0.3041,0.3682,0.6723,0.0374,0.0789,-0.1349,0.2407,0.3757,0.0284,Stable,Stable,0.06683925629559896,0.9176365264100268,0.4071581643413701
GBPJPY,COPPER,FX_G10,Commodites,Inter,0.0366,0.0119,0.2217,-0.5692,0.6866,1.2558,0.0266,0.1235,-0.358,0.4173,0.7753,0.0309,0.079,-0.1958,0.2643,0.4601,0.0366,Stable,Stable,0.08613791480348318,0.8885407341092211,0.40709904252577833
GBPUSD,CAC40,FX_G10,Indices,Inter,0.0404,0.0193,0.2302,-0.6356,0.6947,1.3304,0.0337,0.1266,-0.2963,0.4469,0.7432,0.0362,0.0944,-0.1882,0.3067,0.495,0.0404,Stable,Stable,0.0950811955754295,0.8746642793196061,0.40691442907310016
LEAD,EURGBP,Commodites,FX_G10,Inter,-0.0579,-0.0192,0.2338,-0.6439,0.7246,1.3685,-0.0345,0.1406,-0.3716,0.2949,0.6666,-0.0426,0.0991,-0.2837,0.173,0.4566,0.0579,Stable,Stable,0.1362673570251824,0.8119964189794091,0.4065589818068731
NAT_GAS,EUROSTOXX50,Commodites,Indices,Inter,0.0357,0.0193,0.2164,-0.6795,0.5885,1.2679,0.0259,0.1232,-0.3139,0.3655,0.6795,0.0247,0.09,-0.1943,0.2609,0.4552,0.0357,Stable,Stable,0.08401976935749589,0.8898836168307968,0.4063653083468162
SILVER,USDCAD,Commodites,FX_G10,Inter,-0.0658,-0.0623,0.2372,-0.7397,0.6233,1.363,-0.0682,0.1471,-0.4956,0.318,0.8136,-0.0657,0.1105,-0.3511,0.2315,0.5826,0.0658,Stable,Moderate,0.15485996705107083,0.7829006266786034,0.4060762309020839
TY_US10Y,ASX200,Bonds,Indices,Inter,-0.0837,-0.0469,0.2427,-0.7362,0.6077,1.3439,-0.0565,0.1615,-0.6366,0.4768,1.1134,-0.0654,0.1217,-0.5397,0.1941,0.7338,0.0837,Moderate,Moderate,0.19698752647681805,0.7184422560429722,0.4055694183032797
LEAD,GBPJPY,Commodites,FX_G10,Inter,0.0657,0.0505,0.2281,-0.685,0.6929,1.3779,0.0645,0.1477,-0.3483,0.4523,0.8006,0.073,0.1049,-0.2425,0.3789,0.6213,0.0657,Stable,Moderate,0.15462461755707224,0.780214861235452,0.40486071502842413
NAT_GAS,DAX,Commodites,Indices,Inter,0.039,0.0143,0.2199,-0.6896,0.5653,1.2549,0.0226,0.1269,-0.3863,0.3718,0.7581,0.0235,0.0953,-0.1916,0.2864,0.478,0.039,Stable,Stable,0.09178630265944929,0.8733213965980303,0.4044003402348817
EURGBP,DAX,FX_G10,Indices,Inter,-0.0649,-0.0368,0.2496,-0.7979,0.7252,1.523,-0.0503,0.1474,-0.4574,0.3494,0.8068,-0.0554,0.1014,-0.3141,0.195,0.5091,0.0649,Stable,Moderate,0.15274182160508354,0.7815577439570277,0.4042681905458612
SILVER,FTSE100,Commodites,Indices,Inter,0.1496,0.127,0.2865,-0.6572,0.7554,1.4126,0.1265,0.2143,-0.3814,0.6099,0.9913,0.1297,0.1676,-0.2474,0.4806,0.728,0.1496,Moderate,Unstable,0.3520828430218875,0.4820948970456581,0.4040876646313958
NZDUSD,SILVER,FX_G10,Commodites,Inter,0.0642,0.0533,0.2361,-0.6159,0.7674,1.3832,0.0636,0.1477,-0.2839,0.5815,0.8654,0.0609,0.0997,-0.163,0.3697,0.5327,0.0642,Stable,Moderate,0.15109437514709342,0.780214861235452,0.40274256958243687
GBPUSD,EUROSTOXX50,FX_G10,Indices,Inter,0.041,0.0217,0.2284,-0.6579,0.6857,1.3436,0.0358,0.1297,-0.3228,0.425,0.7478,0.0397,0.0988,-0.1763,0.3183,0.4946,0.041,Stable,Stable,0.09649329253942104,0.8607878245299909,0.402211105335649
RX_BUND,USDNOK,Bonds,FX_G10,Inter,-0.0365,-0.0056,0.2262,-0.7624,0.6915,1.4539,-0.0054,0.1263,-0.4765,0.3321,0.8085,-0.01,0.091,-0.4023,0.2097,0.612,0.0365,Stable,Stable,0.08590256530948458,0.8760071620411818,0.4019444040021635
EURGBP,EUROSTOXX50,FX_G10,Indices,Inter,-0.0578,-0.0225,0.2387,-0.7403,0.6568,1.3971,-0.0382,0.1432,-0.4059,0.3573,0.7632,-0.0441,0.1034,-0.2984,0.2281,0.5265,0.0578,Stable,Moderate,0.1360320075311838,0.8003581020590869,0.40176244534234506
EURJPY,ASX200,FX_G10,Indices,Inter,0.0868,0.1001,0.2567,-0.6757,0.7237,1.3994,0.1064,0.1665,-0.3738,0.5007,0.8746,0.1133,0.1098,-0.1698,0.3682,0.538,0.0868,Moderate,Moderate,0.2042833607907743,0.6960608773500447,0.40099436741448247
G_GILT,EURJPY,Bonds,FX_G10,Inter,-0.0281,-0.036,0.2198,-0.6344,0.667,1.3014,-0.0452,0.1206,-0.3033,0.3013,0.6046,-0.0466,0.0911,-0.2266,0.2363,0.4629,0.0281,Stable,Stable,0.0661332078136032,0.9015219337511191,0.40028869818860957
TY_US10Y,EUROSTOXX50,Bonds,Indices,Inter,-0.1924,-0.2023,0.3323,-0.884,0.6796,1.5637,-0.2198,0.2505,-0.6921,0.4315,1.1236,-0.2292,0.2066,-0.5968,0.4085,1.0052,0.1924,Unstable,Unstable,0.4528124264532831,0.32005371530886306,0.3997089419955151
NAT_GAS,RUSSELL2000,Commodites,Indices,Inter,0.0637,0.0499,0.2347,-0.6685,0.7106,1.3791,0.0506,0.1495,-0.3654,0.4244,0.7898,0.0542,0.1087,-0.1753,0.2922,0.4675,0.0637,Stable,Moderate,0.1499176276771005,0.7721575649059982,0.3988136025686596
AUDUSD,DOWJONES,FX_G10,Indices,Inter,0.0445,0.0381,0.2271,-0.7285,0.7563,1.4848,0.0485,0.1345,-0.3565,0.4502,0.8068,0.0527,0.1044,-0.2242,0.3132,0.5374,0.0445,Stable,Stable,0.10473052482937162,0.8393017009847806,0.39855899529153527
AUDJPY,NAT_GAS,FX_G10,Commodites,Inter,0.0315,0.0175,0.2164,-0.6152,0.6234,1.2386,0.0163,0.1243,-0.3413,0.3534,0.6948,0.0167,0.0862,-0.203,0.2357,0.4387,0.0315,Stable,Stable,0.07413509060955518,0.8849597135183527,0.39846493977307423
AUDUSD,BRENT_CRUDE,FX_G10,Commodites,Inter,0.0339,0.0242,0.2329,-0.6871,0.6709,1.358,0.0366,0.1264,-0.3499,0.4169,0.7669,0.0421,0.0941,-0.2156,0.3143,0.5299,0.0339,Stable,Stable,0.0797834784655213,0.8755595344673232,0.3980939008662421
NAT_GAS,USDJPY,Commodites,FX_G10,Inter,0.0295,0.0182,0.2214,-0.6227,0.7116,1.3343,0.0162,0.123,-0.299,0.3548,0.6538,0.0156,0.0855,-0.2077,0.2436,0.4513,0.0295,Stable,Stable,0.06942810072958343,0.8907788719785139,0.39796840922915566
RX_BUND,COPPER,Bonds,Commodites,Inter,-0.0852,-0.1064,0.2684,-0.7786,0.7539,1.5325,-0.0971,0.1674,-0.4661,0.4145,0.8806,-0.0916,0.1204,-0.4018,0.2444,0.6462,0.0852,Moderate,Unstable,0.2005177688867969,0.6920322291853178,0.3971235530062053
USDJPY,DAX,FX_G10,Indices,Inter,0.0894,0.0588,0.2519,-0.7345,0.809,1.5436,0.0716,0.1708,-0.3362,0.5765,0.9128,0.0866,0.1399,-0.2744,0.4598,0.7342,0.0894,Moderate,Unstable,0.21040244763473756,0.6768128916741271,0.3969666252504934
ZINC,USDCAD,Commodites,FX_G10,Inter,-0.0777,-0.0617,0.2361,-0.685,0.6226,1.3076,-0.0667,0.1622,-0.4046,0.3595,0.7641,-0.0661,0.1293,-0.3027,0.2264,0.5291,0.0777,Moderate,Moderate,0.1828665568369028,0.7153088630259623,0.3958434793125266
NZDUSD,DOWJONES,FX_G10,Indices,Inter,0.048,0.0463,0.2218,-0.7816,0.6621,1.4437,0.0525,0.1392,-0.4165,0.4446,0.8611,0.0545,0.1119,-0.2659,0.3145,0.5804,0.048,Stable,Stable,0.11296775711932219,0.8182632050134289,0.39508593627696487
OAT_FRANCE,NIKKEI225,Bonds,Indices,Inter,-0.0495,-0.0654,0.2519,-0.7877,0.8031,1.5909,-0.0676,0.1404,-0.5317,0.2952,0.8268,-0.0678,0.1087,-0.3924,0.2115,0.604,0.0495,Stable,Stable,0.11649799952930101,0.8128916741271263,0.39505546936843117
OAT_FRANCE,PLATINUM,Bonds,Commodites,Inter,0.0701,0.059,0.2443,-0.6645,0.6986,1.3631,0.0548,0.1571,-0.3804,0.5368,0.9172,0.0571,0.121,-0.2213,0.3854,0.6067,0.0701,Moderate,Moderate,0.1649799952930101,0.7381378692927485,0.39424314489290546
GOLD,NZDUSD,Commodites,FX_G10,Inter,0.0569,0.0402,0.2434,-0.6691,0.8475,1.5166,0.0489,0.1469,-0.2707,0.5208,0.7915,0.05,0.1043,-0.1814,0.4001,0.5815,0.0569,Stable,Moderate,0.1339138620851965,0.7837958818263204,0.3938666699816461
G_GILT,AUDUSD,Bonds,FX_G10,Inter,0.0518,0.0052,0.2356,-0.6116,0.6839,1.2955,0.0157,0.1429,-0.3271,0.4737,0.8008,0.0228,0.1201,-0.26,0.3157,0.5756,0.0518,Stable,Moderate,0.12191103789126853,0.8017009847806624,0.39382701664702613
EURUSD,PLATINUM,FX_G10,Commodites,Inter,0.0431,0.0346,0.2316,-0.6399,0.7333,1.3731,0.0422,0.1365,-0.3645,0.4602,0.8246,0.0457,0.0967,-0.2826,0.2651,0.5478,0.0431,Stable,Stable,0.10143563191339139,0.8303491495076096,0.39300103895107874
G_GILT,USDNOK,Bonds,FX_G10,Inter,-0.0372,-0.0052,0.2255,-0.6625,0.706,1.3685,-0.0121,0.1324,-0.5965,0.4346,1.0311,-0.021,0.1059,-0.4993,0.3273,0.8265,0.0372,Stable,Stable,0.08755001176747469,0.8487018800358103,0.392010759074809
USDJPY,FTSE100,FX_G10,Indices,Inter,0.0756,0.0445,0.2459,-0.6467,0.7517,1.3984,0.054,0.163,-0.3895,0.4614,0.8509,0.0686,0.1278,-0.2764,0.4099,0.6863,0.0756,Moderate,Moderate,0.17792421746293247,0.7117278424350939,0.39144566745179704
OAT_FRANCE,NZDUSD,Bonds,FX_G10,Inter,0.0448,0.0333,0.2473,-0.6637,0.6913,1.355,0.0418,0.1391,-0.4092,0.3984,0.8076,0.0493,0.0935,-0.2792,0.284,0.5632,0.0448,Stable,Stable,0.10543657331136738,0.8187108325872874,0.3907462770217354
G_GILT,SILVER,Bonds,Commodites,Inter,0.1089,0.1055,0.2815,-0.7784,0.8068,1.5852,0.1107,0.1897,-0.4886,0.5204,1.009,0.1156,0.1484,-0.3322,0.4287,0.761,0.1089,Moderate,Unstable,0.25629559896446225,0.5922112802148611,0.39066187146462183
LEAD,ASX200,Commodites,Indices,Inter,0.0893,0.0934,0.2587,-0.6433,0.8195,1.4627,0.0973,0.1743,-0.3961,0.6567,1.0528,0.0991,0.1471,-0.2412,0.5061,0.7474,0.0893,Moderate,Unstable,0.210167098140739,0.6611459265890778,0.3905586295200745
RX_BUND,USDCHF,Bonds,FX_G10,Inter,-0.0461,-0.0311,0.2387,-0.6801,0.6914,1.3715,-0.0423,0.1404,-0.4265,0.3438,0.7704,-0.0518,0.101,-0.3196,0.1605,0.4801,0.0461,Stable,Stable,0.10849611673334902,0.8128916741271263,0.39025433969086
RX_BUND,SILVER,Bonds,Commodites,Inter,0.0978,0.0883,0.2711,-0.7761,0.8343,1.6104,0.0879,0.1812,-0.3341,0.5886,0.9227,0.0908,0.1479,-0.2585,0.5159,0.7744,0.0978,Moderate,Unstable,0.23017180513061897,0.630259623992838,0.3902069326755066
RX_BUND,EURJPY,Bonds,FX_G10,Inter,-0.0523,-0.0355,0.2412,-0.7277,0.6361,1.3638,-0.0537,0.1454,-0.5176,0.314,0.8316,-0.0605,0.1033,-0.296,0.1336,0.4296,0.0523,Stable,Moderate,0.12308778536126147,0.7905102954341987,0.39005678939043636
GBPUSD,NAT_GAS,FX_G10,Commodites,Inter,0.0052,0.0007,0.2054,-0.7735,0.6267,1.4002,0.0062,0.1085,-0.3149,0.3484,0.6634,0.0067,0.0665,-0.1782,0.1698,0.3479,0.0052,Stable,Stable,0.01223817368792657,0.9556848701880035,0.3896168522879574
RX_BUND,USDSEK,Bonds,FX_G10,Inter,-0.0384,-0.0153,0.2289,-0.7005,0.6404,1.3409,-0.0168,0.1347,-0.4089,0.3153,0.7242,-0.0229,0.1053,-0.2727,0.2542,0.5269,0.0384,Stable,Stable,0.09037420569545775,0.8384064458370636,0.3895871017521001
ZINC,EURUSD,Commodites,FX_G10,Inter,0.0567,0.0476,0.2336,-0.6536,0.7257,1.3793,0.0498,0.1495,-0.4758,0.4205,0.8962,0.0471,0.111,-0.2813,0.3054,0.5867,0.0567,Stable,Moderate,0.13344316309719934,0.7721575649059982,0.38892892382071886
OAT_FRANCE,NAT_GAS,Bonds,Commodites,Inter,-0.0122,-0.023,0.2116,-0.5975,0.66,1.2576,-0.0258,0.1149,-0.3392,0.2902,0.6295,-0.023,0.0835,-0.2821,0.2001,0.4823,0.0122,Stable,Stable,0.028712638267827727,0.9270367054610563,0.3880422651451192
NAT_GAS,USDCAD,Commodites,FX_G10,Inter,-0.0189,-0.0116,0.2176,-0.6691,0.6444,1.3136,-0.0145,0.1202,-0.3048,0.3491,0.6539,-0.0109,0.0851,-0.2534,0.2674,0.5208,0.0189,Stable,Stable,0.044481054365733116,0.9033124440465532,0.3880136102380612
EURJPY,EUROSTOXX50,FX_G10,Indices,Inter,0.0787,0.0527,0.2417,-0.6302,0.7523,1.3824,0.0729,0.1677,-0.38,0.5438,0.9237,0.0894,0.1256,-0.1955,0.4519,0.6475,0.0787,Moderate,Unstable,0.1852200517768887,0.6906893464637422,0.38740776965163015
RX_BUND,BRENT_CRUDE,Bonds,Commodites,Inter,-0.0934,-0.123,0.2583,-0.7727,0.6549,1.4276,-0.1127,0.1795,-0.5557,0.4767,1.0324,-0.1069,0.1291,-0.3362,0.2591,0.5954,0.0934,Moderate,Unstable,0.2198164273946811,0.6378692927484333,0.38703757353618196
USDJPY,CAC40,FX_G10,Indices,Inter,0.0887,0.0584,0.2553,-0.7508,0.8247,1.5755,0.0705,0.1758,-0.3689,0.5866,0.9555,0.0875,0.1415,-0.2699,0.4454,0.7153,0.0887,Moderate,Unstable,0.20875500117674747,0.6544315129811995,0.3870256058985283
NAT_GAS,HANGSENG,Commodites,Indices,Inter,0.0279,0.022,0.2215,-0.5439,0.6446,1.1885,0.0285,0.1288,-0.3204,0.3384,0.6588,0.029,0.0914,-0.1896,0.2423,0.4319,0.0279,Stable,Stable,0.06566250882560602,0.864816472694718,0.3853240943732508
RX_BUND,NZDUSD,Bonds,FX_G10,Inter,0.0407,0.0052,0.238,-0.6743,0.6462,1.3205,0.0178,0.139,-0.3468,0.3845,0.7313,0.0261,0.1059,-0.1872,0.3291,0.5163,0.0407,Stable,Stable,0.09578724405742528,0.8191584601611459,0.38513573049891353
GBPJPY,NAT_GAS,FX_G10,Commodites,Inter,0.0284,0.0155,0.2255,-0.695,0.607,1.302,0.0207,0.1294,-0.3034,0.3351,0.6385,0.021,0.088,-0.2142,0.2403,0.4545,0.0284,Stable,Stable,0.06683925629559896,0.8621307072515667,0.38495583667798605
G_GILT,NZDUSD,Bonds,FX_G10,Inter,0.0577,0.0126,0.244,-0.6973,0.6864,1.3836,0.0237,0.1526,-0.3863,0.4384,0.8247,0.0297,0.1291,-0.3329,0.3063,0.6392,0.0577,Moderate,Moderate,0.13579665803718521,0.7582811101163831,0.3847904388688644
RX_BUND,EURCHF,Bonds,FX_G10,Inter,-0.0281,-0.0264,0.2302,-0.6155,0.6089,1.2244,-0.0409,0.1295,-0.4205,0.303,0.7235,-0.0492,0.0866,-0.2556,0.1792,0.4348,0.0281,Stable,Stable,0.0661332078136032,0.8616830796777081,0.3843531565592451
PLATINUM,USDSEK,Commodites,FX_G10,Inter,-0.0387,-0.0338,0.2303,-0.6768,0.7259,1.4027,-0.041,0.1379,-0.3809,0.3591,0.7401,-0.0443,0.0988,-0.2511,0.2418,0.4928,0.0387,Stable,Stable,0.09108025417745351,0.82408236347359,0.3842810978959081
NAT_GAS,USDSEK,Commodites,FX_G10,Inter,-0.0172,-0.0164,0.221,-0.7726,0.7493,1.5218,-0.0222,0.121,-0.3123,0.3798,0.6921,-0.0196,0.0831,-0.2384,0.1868,0.4252,0.0172,Stable,Stable,0.040480112967757116,0.8997314234556849,0.3841806371629283
WTI_CRUDE,USDNOK,Commodites,FX_G10,Inter,0.0466,-0.0165,0.2414,-0.6513,0.7399,1.3913,-0.0232,0.1442,-0.553,0.3988,0.9518,-0.0193,0.1033,-0.419,0.2269,0.6459,0.0466,Stable,Moderate,0.10967286420334196,0.7958818263205014,0.38415644905020574
GBPJPY,SILVER,FX_G10,Commodites,Inter,0.0213,0.003,0.2163,-0.5854,0.6736,1.259,0.0061,0.1243,-0.2852,0.3336,0.6188,0.0105,0.0944,-0.2387,0.2568,0.4955,0.0213,Stable,Stable,0.050129442221699225,0.8849597135183527,0.38406155074036064
NZDUSD,SP500,FX_G10,Indices,Inter,0.0369,0.0434,0.2155,-0.6891,0.6803,1.3694,0.0494,0.1369,-0.3426,0.4105,0.7531,0.0475,0.1134,-0.2428,0.3256,0.5684,0.0369,Stable,Stable,0.08684396328547894,0.8285586392121755,0.3835298336561576
