Date,Price,Open,High,Low,Vol.,Change %
01/04/2019,3041.8501,2964.1499,3050.6599,2964.1499,43.09M,2.95%
01/07/2019,3033.6399,3050.0,3054.72,3016.3201,32.77M,-0.27%
01/08/2019,3054.9399,3032.0701,3079.1101,3032.0701,38.91M,0.7%
01/09/2019,3070.24,3062.3701,3089.1699,3060.96,39.38M,0.5%
01/10/2019,3075.73,3065.6599,3075.8301,3043.55,30.60M,0.18%
01/11/2019,3070.04,3079.5901,3087.6599,3056.3601,32.14M,-0.18%
01/14/2019,3055.1799,3060.6201,3063.3401,3037.1299,31.17M,-0.48%
01/15/2019,3068.05,3066.02,3088.49,3044.53,36.61M,0.42%
01/16/2019,3077.22,3073.0601,3083.5601,3062.27,37.83M,0.3%
01/17/2019,3069.3501,3069.4099,3073.0,3053.0801,32.65M,-0.26%
01/18/2019,3134.9199,3079.1499,3137.4199,3079.1499,47.97M,2.14%
01/21/2019,3125.0701,3131.8501,3131.8501,3120.03,20.27M,-0.31%
01/22/2019,3112.8,3120.3201,3122.76,3097.27,30.02M,-0.39%
01/23/2019,3112.1299,3104.0801,3132.79,3094.48,0,-0.02%
01/24/2019,3126.3101,3113.8899,3136.4199,3107.6699,38.51M,0.46%
01/25/2019,3163.24,3133.8101,3168.03,3133.8101,38.10M,1.18%
01/28/2019,3137.27,3157.0,3157.0,3131.26,31.34M,-0.82%
01/29/2019,3153.4199,3136.1499,3166.24,3130.75,29.99M,0.51%
01/30/2019,3161.74,3155.8,3163.3401,3148.8401,32.88M,0.26%
01/31/2019,3159.4299,3163.02,3177.1001,3129.5801,61.32M,-0.07%
02/01/2019,3171.1201,3162.46,3171.95,3143.5,45.25M,0.37%
02/04/2019,3165.2,3170.3,3174.23,3143.8701,33.17M,-0.19%
02/05/2019,3215.04,3165.8401,3215.04,3162.78,50.35M,1.57%
02/06/2019,3212.75,3208.4299,3216.1299,3199.03,39.80M,-0.07%
02/07/2019,3150.76,3204.9299,3208.6699,3150.76,45.53M,-1.93%
02/08/2019,3135.6201,3151.1699,3161.1399,3124.6201,38.32M,-0.48%
02/11/2019,3165.6101,3142.8401,3173.3899,3142.8401,33.33M,0.96%
02/12/2019,3190.75,3176.76,3200.5,3176.76,34.56M,0.79%
02/13/2019,3202.3701,3194.73,3214.22,3192.03,34.12M,0.36%
02/14/2019,3182.6599,3212.95,3228.1101,3182.6599,37.97M,-0.62%
02/15/2019,3241.25,3179.3799,3247.3401,3175.71,53.34M,1.84%
02/18/2019,3244.79,3239.1001,3248.1399,3235.5701,28.07M,0.11%
02/19/2019,3239.4099,3242.79,3251.22,3223.3999,31.37M,-0.17%
