Date,Price,Open,High,Low,Vol.,Change %
01/03/2019,2447.8899,2491.9199,2493.1399,2443.96,3.86B,-2.48%
01/04/2019,2531.9399,2474.3301,2538.0701,2474.3301,4.23B,3.43%
01/07/2019,2549.6899,2535.6101,2566.1599,2524.5601,4.13B,0.7%
01/08/2019,2574.4099,2568.1101,2579.8201,2547.5601,4.12B,0.97%
01/09/2019,2584.96,2580.0,2595.3201,2568.8899,4.09B,0.41%
01/10/2019,2596.6399,2573.51,2597.8201,2562.02,3.72B,0.45%
01/11/2019,2596.26,2588.1101,2596.27,2577.3999,3.45B,-0.01%
01/14/2019,2582.6101,2580.3101,2589.3201,2570.4099,3.69B,-0.53%
01/15/2019,2610.3,2585.1001,2613.0801,2585.1001,3.60B,1.07%
01/16/2019,2616.1001,2614.75,2625.76,2612.6799,3.88B,0.22%
01/17/2019,2635.96,2609.28,2645.0601,2606.3601,3.80B,0.76%
01/18/2019,2670.71,2651.27,2675.47,2647.5801,4.01B,1.32%
01/22/2019,2632.8999,2657.8799,2657.8799,2617.27,3.92B,-1.42%
01/23/2019,2638.7,2643.48,2653.1899,2612.8601,3.36B,0.22%
01/24/2019,2642.3301,2638.8401,2647.2,2627.01,3.45B,0.14%
01/25/2019,2664.76,2657.4399,2672.3799,2657.3301,3.82B,0.85%
01/28/2019,2643.8501,2644.97,2644.97,2624.0601,3.63B,-0.78%
01/29/2019,2640.0,2644.8899,2650.9299,2631.05,3.52B,-0.15%
01/30/2019,2681.05,2653.6201,2690.4399,2648.3401,3.88B,1.55%
01/31/2019,2704.1001,2685.49,2708.95,2678.6499,4.95B,0.86%
02/01/2019,2706.53,2702.3201,2716.6599,2696.8799,3.78B,0.09%
02/04/2019,2724.8701,2706.49,2724.99,2698.75,3.37B,0.68%
02/05/2019,2737.7,2728.3401,2738.98,2724.03,3.60B,0.47%
02/06/2019,2731.6101,2735.05,2738.0801,2724.1499,3.49B,-0.22%
02/07/2019,2706.05,2717.53,2719.3201,2687.26,4.11B,-0.94%
02/08/2019,2707.8799,2692.3601,2708.0701,2681.8301,3.65B,0.07%
02/11/2019,2709.8,2712.3999,2718.05,2703.79,3.40B,0.07%
02/12/2019,2744.73,2722.6101,2748.1899,2722.6101,3.84B,1.29%
02/13/2019,2753.03,2750.3,2761.8501,2748.6299,3.68B,0.3%
02/14/2019,2745.73,2743.5,2757.8999,2731.23,3.85B,-0.27%
02/15/2019,2775.6001,2760.24,2775.6599,2760.24,3.65B,1.09%
02/19/2019,2779.76,2769.28,2787.3301,2767.29,3.54B,0.15%
02/20/2019,2784.7,2779.05,2789.8799,2774.0601,3.90B,0.18%
02/21/2019,2774.8799,2780.24,2781.5801,2764.55,3.60B,-0.35%
02/22/2019,2792.6699,2780.6699,2794.2,2779.1101,3.43B,0.64%
02/25/2019,2796.1101,2804.3501,2813.49,2794.99,3.86B,0.12%
02/26/2019,2793.8999,2792.3601,2803.1201,2789.47,3.68B,-0.08%
02/27/2019,2792.3799,2787.5,2795.76,2775.1299,3.77B,-0.05%
