Date,Price,Open,High,Low,Vol.,Change %
01/02/2019,6734.2002,6728.1001,6753.2998,6599.5,614252000,nan%
01/03/2019,6692.7002,6734.2002,6753.1001,6685.1001,674099100,-0.62%
01/04/2019,6837.3999,6692.7002,6850.3999,6692.5,639136700,2.16%
01/07/2019,6810.8999,6837.3999,6874.1001,6778.0,736559900,-0.39%
01/08/2019,6861.6001,6810.8999,6901.5,6804.8999,651977000,0.74%
01/09/2019,6906.6001,6861.6001,6938.2998,6861.6001,860684900,0.66%
01/10/2019,6942.8999,6906.6001,6948.2002,6860.7998,611434300,0.53%
01/11/2019,6918.2002,6942.8999,7001.8999,6902.7002,680478600,-0.36%
01/14/2019,6855.0,6918.2002,6918.2002,6841.7002,683449700,-0.91%
01/15/2019,6895.0,6855.0,6910.5,6849.6001,687341200,0.58%
01/16/2019,6862.7002,6895.0,6912.3999,6848.6001,787626400,-0.47%
01/17/2019,6834.8999,6862.7002,6862.7002,6799.0,582654200,-0.41%
01/18/2019,6968.2998,6834.8999,6984.3999,6834.8999,795742900,1.95%
01/21/2019,6970.6001,6968.2998,6987.8999,6954.5,474827100,0.03%
01/22/2019,6901.3999,6970.6001,6970.6001,6880.7002,565967800,-0.99%
01/23/2019,6842.8999,6901.3999,6901.6001,6834.2998,646039700,-0.85%
01/24/2019,6819.0,6842.8999,6854.6001,6802.0,599978600,-0.35%
01/25/2019,6809.2002,6819.0,6858.2002,6806.7998,727497200,-0.14%
01/28/2019,6747.1001,6809.2002,6812.5,6734.0,648213700,-0.91%
01/29/2019,6833.8999,6747.1001,6860.2998,6747.1001,697035900,1.29%
01/30/2019,6941.6001,6833.8999,6967.7002,6833.8999,748772100,1.58%
01/31/2019,6968.8999,6941.6001,6994.8999,6941.1001,866316300,0.39%
02/01/2019,7020.2002,6968.8999,7024.5,6968.8999,630712300,0.74%
02/04/2019,7034.1001,7020.2002,7046.6001,7002.3999,611990600,0.2%
02/05/2019,7177.3999,7034.1001,7180.7002,7033.6001,662979300,2.04%
02/06/2019,7173.1001,7177.3999,7184.2002,7146.7002,599487700,-0.06%
02/07/2019,7093.6001,7173.1001,7187.5,7093.6001,649638500,-1.11%
02/08/2019,7071.2002,7093.6001,7115.7998,7064.8999,532300500,-0.32%
02/11/2019,7129.1001,7071.2002,7149.2002,7071.2002,548318300,0.82%
02/12/2019,7133.1001,7129.1001,7168.6001,7121.7002,526735100,0.06%
02/13/2019,7190.7998,7133.1001,7205.1001,7133.1001,561646800,0.81%
02/14/2019,7197.0,7190.7998,7232.7998,7183.0,519107200,0.09%
02/15/2019,7236.7002,7197.0,7261.6001,7185.2002,688422300,0.55%
02/18/2019,7219.5,7236.7002,7242.1001,7209.7002,440062500,-0.24%
02/19/2019,7179.2002,7219.5,7219.5,7162.7998,624124300,-0.56%
02/20/2019,7228.6001,7179.2002,7234.2002,7178.0,861254900,0.69%
02/21/2019,7167.3999,7228.6001,7228.7998,7141.8999,798796000,-0.85%
02/22/2019,7178.6001,7167.3999,7220.5,7162.3999,646718000,0.16%
02/25/2019,7183.7002,7178.6001,7210.7002,7158.2002,644937500,0.07%
02/26/2019,7151.1001,7183.7002,7183.7998,7091.6001,865719700,-0.45%
02/27/2019,7107.2002,7151.1001,7151.1001,7082.6001,870721000,-0.61%
02/28/2019,7074.7002,7107.2002,7107.2002,7041.0,979616900,-0.46%
03/01/2019,7106.7002,7074.7002,7129.7002,7074.7002,700825200,0.45%
03/04/2019,7134.3999,7106.7002,7166.2002,7106.7002,634698800,0.39%
03/05/2019,7183.3999,7134.3999,7191.7002,7127.2002,795291200,0.69%
03/06/2019,7196.0,7183.3999,7211.7998,7170.2998,791979200,0.18%
03/07/2019,7157.6001,7196.0,7196.0,7126.6001,691317400,-0.53%
03/08/2019,7104.2998,7157.6001,7157.6001,7077.8999,622101900,-0.74%
03/11/2019,7130.6001,7104.2998,7181.6001,7104.2998,674285200,0.37%
03/12/2019,7151.2002,7130.6001,7166.6001,7083.2002,752033900,0.29%
03/13/2019,7159.2002,7151.2002,7181.8999,7128.7002,744627600,0.11%
03/14/2019,7185.3999,7159.2002,7215.5,7148.1001,791259700,0.37%
03/15/2019,7228.2998,7185.3999,7243.7998,7185.3999,1335709200,0.6%
03/18/2019,7299.2002,7228.2998,7299.2002,7228.2002,642988100,0.98%
03/19/2019,7324.0,7299.2002,7350.1001,7294.5,598904100,0.34%
03/20/2019,7291.0,7324.0,7341.6001,7291.0,748851100,-0.45%
03/21/2019,7355.2998,7291.0,7370.6001,7290.6001,709429100,0.88%
03/22/2019,7207.6001,7355.2998,7356.3999,7192.7998,694767600,-2.01%
03/25/2019,7177.6001,7207.6001,7208.1001,7146.7998,586169600,-0.42%
03/26/2019,7196.2998,7177.6001,7221.0,7169.3999,629605500,0.26%
03/27/2019,7194.2002,7196.2998,7222.6001,7160.1001,678742500,-0.03%
03/28/2019,7234.2998,7194.2002,7265.5,7190.8999,568044400,0.56%
03/29/2019,7279.2002,7234.2998,7287.7002,7223.2998,794400900,0.62%
04/01/2019,7317.3999,7279.2002,7352.2002,7279.2002,697005200,0.52%
04/02/2019,7391.1001,7317.3999,7403.6001,7316.7998,720842000,1.01%
04/03/2019,7418.2998,7391.1001,7418.2998,7380.8999,880770400,0.37%
04/04/2019,7401.8999,7418.2998,7418.3999,7367.3999,675670900,-0.22%
04/05/2019,7446.8999,7401.8999,7461.3999,7400.7998,679960600,0.61%
04/08/2019,7451.8999,7446.8999,7459.8999,7420.3999,571379100,0.07%
04/09/2019,7425.6001,7451.8999,7477.6001,7413.2998,652297100,-0.35%
04/10/2019,7421.8999,7425.6001,7441.3999,7409.3999,569746800,-0.05%
04/11/2019,7418.0,7421.8999,7441.8999,7383.5,629602900,-0.05%
04/12/2019,7437.1001,7418.0,7454.7998,7415.0,696895600,0.26%
04/15/2019,7436.8999,7437.1001,7447.1001,7420.2998,511603500,-0.0%
04/16/2019,7469.8999,7436.8999,7485.8999,7436.8999,623807300,0.44%
04/17/2019,7471.2998,7469.8999,7479.0,7445.1001,646326400,0.02%
04/18/2019,7459.8999,7471.2998,7475.8999,7437.8999,520513300,-0.15%
04/23/2019,7523.1001,7459.8999,7528.8999,7459.8999,772087000,0.85%
04/24/2019,7471.7998,7523.1001,7523.7998,7456.7002,682647400,-0.68%
04/25/2019,7434.1001,7471.7998,7473.2998,7406.0,674377600,-0.5%
04/26/2019,7428.2002,7434.1001,7442.2002,7398.6001,839779200,-0.08%
04/29/2019,7440.7002,7428.2002,7456.5,7406.5,491223900,0.17%
04/30/2019,7418.2002,7440.7002,7451.2998,7394.1001,751088200,-0.3%
05/01/2019,7385.2998,7418.2002,7446.5,7379.7002,336726900,-0.44%
05/02/2019,7351.2998,7385.2998,7393.8999,7339.5,618376400,-0.46%
05/03/2019,7380.6001,7351.2998,7418.2002,7350.0,462290200,0.4%
05/07/2019,7260.5,7380.6001,7380.6001,7251.0,880585900,-1.63%
05/08/2019,7271.0,7260.5,7278.2998,7222.8999,809211600,0.14%
05/09/2019,7207.3999,7271.0,7271.0,7192.2002,854458400,-0.87%
05/10/2019,7203.2998,7207.3999,7268.2002,7189.8999,618170400,-0.06%
05/13/2019,7163.7002,7203.2998,7217.1001,7150.8999,773553600,-0.55%
05/14/2019,7241.6001,7163.7002,7241.6001,7163.7002,721546200,1.09%
05/15/2019,7297.0,7241.6001,7303.7002,7223.1001,811266000,0.77%
05/16/2019,7353.5,7297.0,7353.5,7265.7998,655973100,0.77%
05/17/2019,7348.6001,7353.5,7354.2002,7307.2998,741020200,-0.07%
05/20/2019,7310.8999,7348.6001,7360.2998,7268.6001,732464200,-0.51%
05/21/2019,7328.8999,7310.8999,7370.0,7310.8999,749358400,0.25%
05/22/2019,7334.2002,7328.8999,7373.2998,7313.6001,800943900,0.07%
05/23/2019,7231.0,7334.2002,7334.2002,7211.2998,795078400,-1.41%
05/24/2019,7277.7002,7231.0,7303.0,7231.0,633553800,0.65%
05/28/2019,7269.0,7277.7002,7314.8999,7262.7998,1155168300,-0.12%
05/29/2019,7185.2998,7269.0,7269.0,7151.3999,652877900,-1.15%
05/30/2019,7218.2002,7185.2998,7236.7002,7180.6001,638457200,0.46%
05/31/2019,7161.7002,7218.2002,7218.2002,7130.8999,853980400,-0.78%
06/03/2019,7184.7998,7161.7002,7186.7002,7079.7002,711561100,0.32%
06/04/2019,7214.2998,7184.7998,7224.0,7138.1001,829550400,0.41%
06/05/2019,7220.2002,7216.7002,7259.2002,7201.3999,744999500,0.08%
06/06/2019,7259.8999,7220.2002,7275.7002,7218.7002,621265600,0.55%
06/07/2019,7331.8999,7259.8999,7347.3999,7258.2002,592558500,0.99%
06/10/2019,7375.5,7331.8999,7380.1001,7331.8999,447077300,0.59%
06/11/2019,7398.5,7375.5,7420.7002,7375.5,669773500,0.31%
06/12/2019,7367.6001,7398.5,7398.5,7329.2998,800128100,-0.42%
