Date,Price,Open,High,Low,Vol.,Change %
01/02/2019,2510.03,2476.96,2519.49,2467.47,3733160000,nan%
01/03/2019,2447.8899,2491.9199,2493.1399,2443.96,3858830000,-2.48%
01/04/2019,2531.9399,2474.3301,2538.0701,2474.3301,4234140000,3.43%
01/07/2019,2549.6899,2535.6101,2566.1599,2524.5601,4133120000,0.7%
01/08/2019,2574.4099,2568.1101,2579.8201,2547.5601,4120060000,0.97%
01/09/2019,2584.96,2580.0,2595.3201,2568.8899,4088740000,0.41%
01/10/2019,2596.6399,2573.51,2597.8201,2562.02,3721300000,0.45%
01/11/2019,2596.26,2588.1101,2596.27,2577.3999,3447460000,-0.01%
01/14/2019,2582.6101,2580.3101,2589.3201,2570.4099,3689370000,-0.53%
01/15/2019,2610.3,2585.1001,2613.0801,2585.1001,3601180000,1.07%
01/16/2019,2616.1001,2614.75,2625.76,2612.6799,3882180000,0.22%
01/17/2019,2635.96,2609.28,2645.0601,2606.3601,3802410000,0.76%
01/18/2019,2670.71,2651.27,2675.47,2647.5801,4009010000,1.32%
01/22/2019,2632.8999,2657.8799,2657.8799,2617.27,3923950000,-1.42%
01/23/2019,2638.7,2643.48,2653.1899,2612.8601,3358770000,0.22%
01/24/2019,2642.3301,2638.8401,2647.2,2627.01,3449230000,0.14%
01/25/2019,2664.76,2657.4399,2672.3799,2657.3301,3821000000,0.85%
01/28/2019,2643.8501,2644.97,2644.97,2624.0601,3630820000,-0.78%
01/29/2019,2640.0,2644.8899,2650.9299,2631.05,3518070000,-0.15%
01/30/2019,2681.05,2653.6201,2690.4399,2648.3401,3883270000,1.55%
01/31/2019,2704.1001,2685.49,2708.95,2678.6499,4953800000,0.86%
02/01/2019,2706.53,2702.3201,2716.6599,2696.8799,3782490000,0.09%
02/04/2019,2724.8701,2706.49,2724.99,2698.75,3369450000,0.68%
02/05/2019,2737.7,2728.3401,2738.98,2724.03,3597620000,0.47%
02/06/2019,2731.6101,2735.05,2738.0801,2724.1499,3486590000,-0.22%
02/07/2019,2706.05,2717.53,2719.3201,2687.26,4114040000,-0.94%
02/08/2019,2707.8799,2692.3601,2708.0701,2681.8301,3649510000,0.07%
02/11/2019,2709.8,2712.3999,2718.05,2703.79,3395330000,0.07%
02/12/2019,2744.73,2722.6101,2748.1899,2722.6101,3843020000,1.29%
02/13/2019,2753.03,2750.3,2761.8501,2748.6299,3684910000,0.3%
02/14/2019,2745.73,2743.5,2757.8999,2731.23,3845390000,-0.27%
02/15/2019,2775.6001,2760.24,2775.6599,2760.24,3648680000,1.09%
02/19/2019,2779.76,2769.28,2787.3301,2767.29,3535270000,0.15%
02/20/2019,2784.7,2779.05,2789.8799,2774.0601,3904830000,0.18%
02/21/2019,2774.8799,2780.24,2781.5801,2764.55,3598260000,-0.35%
02/22/2019,2792.6699,2780.6699,2794.2,2779.1101,3429350000,0.64%
02/25/2019,2796.1101,2804.3501,2813.49,2794.99,3860260000,0.12%
02/26/2019,2793.8999,2792.3601,2803.1201,2789.47,3676200000,-0.08%
02/27/2019,2792.3799,2787.5,2795.76,2775.1299,3771790000,-0.05%
02/28/2019,2784.49,2788.1101,2793.73,2782.51,4445780000,-0.28%
03/01/2019,2803.6899,2798.22,2808.02,2787.3799,3994950000,0.69%
03/04/2019,2792.8101,2814.3701,2816.8799,2767.6599,3949730000,-0.39%
03/05/2019,2789.6499,2794.4099,2796.4399,2782.97,3631380000,-0.11%
03/06/2019,2771.45,2790.27,2790.27,2768.6899,3800180000,-0.65%
03/07/2019,2748.9299,2766.53,2767.25,2739.0901,3932150000,-0.81%
03/08/2019,2743.0701,2730.79,2744.1299,2722.27,3424300000,-0.21%
03/11/2019,2783.3,2747.6101,2784.0,2747.6101,3764850000,1.47%
03/12/2019,2791.52,2787.3401,2798.3201,2786.73,3432340000,0.3%
03/13/2019,2810.9199,2799.78,2821.24,2799.78,3782250000,0.69%
03/14/2019,2808.48,2810.3799,2815.0,2803.46,3505670000,-0.09%
03/15/2019,2822.48,2810.79,2830.73,2810.79,5969780000,0.5%
03/18/2019,2832.9399,2822.6101,2835.4099,2821.99,3620770000,0.37%
03/19/2019,2832.5701,2840.76,2852.4199,2823.27,3650740000,-0.01%
03/20/2019,2824.23,2831.3401,2843.54,2812.4299,3779160000,-0.29%
03/21/2019,2854.8799,2819.72,2860.3101,2817.3799,3612620000,1.09%
03/22/2019,2800.71,2844.52,2846.1599,2800.47,4253730000,-1.9%
03/25/2019,2798.3601,2796.01,2809.79,2785.02,3406110000,-0.08%
03/26/2019,2818.46,2812.6599,2829.8701,2803.99,3288570000,0.72%
03/27/2019,2805.3701,2819.72,2825.5601,2787.72,3422400000,-0.46%
03/28/2019,2815.4399,2809.3999,2819.71,2798.77,3185460000,0.36%
03/29/2019,2834.3999,2828.27,2836.03,2819.23,3752520000,0.67%
04/01/2019,2867.1899,2848.6299,2869.3999,2848.6299,3560090000,1.16%
04/02/2019,2867.24,2868.24,2872.8999,2858.75,3267210000,0.0%
04/03/2019,2873.3999,2876.0901,2885.25,2865.1699,3570000000,0.21%
04/04/2019,2879.3899,2873.99,2881.28,2867.1399,3038740000,0.21%
04/05/2019,2892.74,2884.1599,2893.24,2882.99,3155970000,0.46%
04/08/2019,2895.77,2888.46,2895.95,2880.78,3056460000,0.1%
04/09/2019,2878.2,2886.5801,2886.8799,2873.3301,3032480000,-0.61%
04/10/2019,2888.21,2881.3701,2889.71,2879.1299,3092230000,0.35%
04/11/2019,2888.3201,2891.9199,2893.4199,2881.99,2970650000,0.0%
04/12/2019,2907.4099,2900.8601,2910.54,2898.3701,3726050000,0.66%
04/15/2019,2905.5801,2908.3201,2909.6001,2896.48,3114530000,-0.06%
04/16/2019,2907.0601,2912.26,2916.0601,2900.71,3403120000,0.05%
04/17/2019,2900.45,2916.04,2918.0,2895.45,3648100000,-0.23%
04/18/2019,2905.03,2904.8101,2908.3999,2891.8999,3507100000,0.16%
04/22/2019,2907.97,2898.78,2909.51,2896.3501,3010130000,0.1%
04/23/2019,2933.6799,2909.99,2936.3101,2908.53,3674480000,0.88%
04/24/2019,2927.25,2934.0,2936.8301,2926.05,3468480000,-0.22%
04/25/2019,2926.1699,2928.99,2933.1001,2912.8401,3440010000,-0.04%
04/26/2019,2939.8799,2925.8101,2939.8799,2917.5601,3264390000,0.47%
04/29/2019,2943.03,2940.5801,2949.52,2939.3501,3150390000,0.11%
04/30/2019,2945.8301,2937.1399,2948.22,2924.1101,3939760000,0.1%
05/01/2019,2923.73,2952.3301,2954.1299,2923.3601,3669330000,-0.75%
05/02/2019,2917.52,2922.1599,2931.6799,2900.5,3802290000,-0.21%
05/03/2019,2945.6399,2929.21,2947.8501,2929.21,3357180000,0.96%
05/06/2019,2932.47,2908.8899,2937.3201,2898.21,3203260000,-0.45%
05/07/2019,2884.05,2913.03,2913.03,2862.6001,3793060000,-1.65%
05/08/2019,2879.4199,2879.6101,2897.96,2873.28,3543110000,-0.16%
05/09/2019,2870.72,2859.8401,2875.97,2836.3999,3659050000,-0.3%
05/10/2019,2881.3999,2863.1001,2891.3101,2825.3899,3566780000,0.37%
05/13/2019,2811.8701,2840.1899,2840.1899,2801.4299,3900270000,-2.41%
05/14/2019,2834.4099,2820.1201,2852.54,2820.1201,3354860000,0.8%
05/15/2019,2850.96,2820.3799,2858.6799,2815.0801,3140900000,0.58%
05/16/2019,2876.3201,2855.8,2892.1499,2855.8,3338470000,0.89%
05/17/2019,2859.53,2858.6001,2885.48,2854.23,3316040000,-0.58%
05/20/2019,2840.23,2841.9399,2853.8601,2831.29,3293750000,-0.67%
05/21/2019,2864.3601,2854.02,2868.8799,2854.02,3223050000,0.85%
05/22/2019,2856.27,2856.0601,2865.47,2851.1101,3194000000,-0.28%
05/23/2019,2822.24,2836.7,2836.7,2805.49,3899320000,-1.19%
05/24/2019,2826.0601,2832.4099,2841.3601,2820.1899,2889230000,0.14%
05/28/2019,2802.3899,2830.03,2840.51,2801.5801,4146980000,-0.84%
05/29/2019,2783.02,2790.25,2792.03,2766.0601,3701110000,-0.69%
05/30/2019,2788.8601,2786.9399,2799.0,2776.74,3276030000,0.21%
05/31/2019,2752.0601,2766.1499,2768.98,2750.52,3982670000,-1.32%
06/03/2019,2744.45,2751.53,2763.0701,2728.8101,3952360000,-0.28%
06/04/2019,2803.27,2762.6399,2804.49,2762.6399,3814130000,2.14%
06/05/2019,2826.1499,2818.0901,2827.28,2800.9199,3570760000,0.82%
06/06/2019,2843.49,2828.51,2852.1001,2822.45,3445140000,0.61%
06/07/2019,2873.3401,2852.8701,2884.97,2852.8701,3244380000,1.05%
06/10/2019,2886.73,2885.8301,2904.77,2885.51,3209890000,0.47%
06/11/2019,2885.72,2903.27,2910.6101,2878.53,3551000000,-0.03%
06/12/2019,2879.8401,2882.73,2888.5701,2874.6799,3039870000,-0.2%
06/13/2019,2891.6399,2886.24,2895.24,2881.99,3100640000,0.41%
